cell_code,prediction
si0h1J7Jza,ROCK
si5CqFWEeC,DNAMetabolism
sib2yXWXSe,DNAMetabolism
SICokEuYfO,cellcycle
sIGd6r0JP9,dopaminereceptor
SIhmkOhQJX,dopaminereceptor
siiO0x5zrT,Ca2
sinzpsq5bu,ROCK
SIPomjsiP9,Tubulin
siPUA94sTT,cMyc
siQFE0eoii,ROCK
SIthIA83gM,AMPA
siwbKtkY4m,AMPA
SIWjPMKiKD,dopaminereceptor
SIXUpGtvtm,cellcycle
SJ1tk8JmmK,ROCK
SJ7OY4vNRD,Ca2
SJakMhiPeg,ROCK
SjBGFuqYuD,DNAMetabolism
sjC1w2LZkH,ROCK
sjC42rSqbO,rac1
SJJ7aEDnqM,ROCK
SJKZEQmpV5,Ca2
sJo8pOvSRh,DNAMetabolism
Sjpi962EnJ,DNAMetabolism
SjPpDrd8DN,ROCK
SJvCSB6AoV,Tubulin
sJzhEXx8sl,DNA_intercalation
sjZM1vkgAR,DNA_intercalation
sk1QewS9bI,Ca2
SkAKRvUG0A,ROCK
SkdcNwGWnJ,Tubulin
SkFtEfIrUW,eNOS
sKHGkHV8YA,Cdc25
sKhl9GiruG,ROCK
SKJHDDCzA8,Ca2
sklfRmLigA,ROCK
sKnrAC1z7U,DNA_intercalation
SKpHcprOoS,eNOS
SkPRzDG9PA,DNA_intercalation
sKQnBTLrfF,dopaminereceptor
SKtszzFrK6,Ca2
SkXu0QAMNZ,Ca2
SkYwc9kvFj,AMPA
skZhDQXGbV,ROCK
Sl6s0wOOf1,ROCK
Sl8kNZwzPD,ROCK
slcvTSgxpI,DNAMetabolism
sLEBwqoC2a,ROCK
SlfDJgl1MD,Ca2
SLmsBIaTTG,Cdc25
SlTCy1SBMK,dopaminereceptor
SlWdNN22wQ,dopaminereceptor
sLXUfOUihT,Ca2
SlxW8dw4Wn,DNAMetabolism
sm01uTZxSL,AMPA
Sm0AgoNV4n,dopaminereceptor
sM3AkEPpVx,cellcycle
sM85V1RUNr,ROCK
smAfRot31a,cellcycle
SMfiyq5xGy,ROCK
SMKDT2jhcm,dopaminereceptor
SMmnk7K8yd,cellcycle
Smr9ic9CTd,DNA_intercalation
smvil9PRR1,Ca2
SMXmioe2k8,cellcycle
smxYF5zW4F,Ca2
SMyRznb95c,Ca2
SmZ8ooCQN7,DNAMetabolism
SMziDS8B7g,Ca2
SN9exHXli7,cellcycle
Sn9L0co7yi,dopaminereceptor
sNBWVhv3Rr,ROCK
Snc9CNQd3s,dopaminereceptor
SndMx1nT4W,dopaminereceptor
SNDS7nTvfZ,cMyc
snMmJ5Gc8E,Ca2
SnnFpgGjvv,DNAMetabolism
SnNLeMju1p,ROCK
sNR07HMvum,ROCK
SnwBY9x1GT,DNAMetabolism
snXUZw2RZw,Ca2
sOBZGGsBsb,ROCK
SOEeJc4Eez,ROCK
soEqMrcrdf,cellcycle
SOGnISNRvS,dopaminereceptor
sOhHcdg8o4,ROCK
soHquRCCzZ,AMPA
soKc2X9BxI,DNAMetabolism
SOME608RSS,ROCK
SOPAMRKaXZ,ROCK
SoTHoFVUZg,eNOS
SOwvW3sEw2,ROCK
Sp23v8gJY1,dopaminereceptor
sP4aF4Knck,Ca2
SP7yvQpF6q,AMPA
spaDyNhWQp,ROCK
spaWSqJK4C,DNAMetabolism
SpB7Fh0ncZ,dopaminereceptor
SpDw5nMf1r,ROCK
SPg3qttp98,ROCK
sphkUCZSXg,Ca2
spiD7GwMZJ,Ca2
spjvChxwJZ,ROCK
sPMD6tngyk,ROCK
spNVWMyxHl,ROCK
sPRYcClBLu,ROCK
spS5XqcEoR,dopaminereceptor
sq3VpQcQh4,dopaminereceptor
sq9YbfZSdD,ROCK
SQDq0jUvId,cellcycle
sqdz7q4BL7,Cdc25
Sqebj465Tw,Ca2
sQGOekElxB,ROCK
sqh53sS0v6,Ca2
SQhbDuh9ZG,DNAMetabolism
sqIdOBTTky,Tubulin
SQjSxLyuAz,dopaminereceptor
sqldeQaicN,eNOS
sQoyP6B6D0,dopaminereceptor
SQqoafh1td,dopaminereceptor
sQquFxe0F2,Ca2
sqso5JF3Oq,dopaminereceptor
SqtTvCNNZU,dopaminereceptor
SQw41WH0e1,Tubulin
Sr6UGtKbJg,ROCK
sRC9zoJroM,ROCK
sRCJlYOQjl,Tubulin
srfPWRayJv,dopaminereceptor
sRfQQSgBty,AMPA
sRmAMLP5t5,cellcycle
srnDgE56q8,ROCK
SrnYG09w69,ROCK
srqDgXHFkQ,DNA_intercalation
SRW3ytzh2j,cellcycle
sRzfmN1CgW,ROCK
SRzJN14ccL,ROCK
ss5zHS4R4F,Cdc25
sS6Ioynebn,dopaminereceptor
SS6R6B4w3v,ROCK
SsBM2gYzKu,dopaminereceptor
SsbUom3BkW,DNAMetabolism
ssF4WLaQkb,eNOS
ssjqOoQh3c,DNAMetabolism
ssKvMqtypN,AMPA
Ssl2s8YwtQ,ROCK
SsMs7k0p3a,DNAMetabolism
SSnHrHsFOj,ROCK
sSP3peh6aL,ROCK
ssQ1LSznev,dopaminereceptor
sSqwmyEXvD,dopaminereceptor
sSrWvS4cRq,AMPA
SsSQc5q2GN,ROCK
SSviNG8ySQ,Ca2
SsWkveQzGN,dopaminereceptor
ssWWIzc3oS,ROCK
sT42jCBOsM,dopaminereceptor
ST8LPO6vtC,DNAMetabolism
st9oEIV2IO,ROCK
STFX8bMwOI,Tubulin
STlDoLJK0X,dopaminereceptor
SToB007VaJ,ROCK
Stpm6xhdLa,ROCK
stpR26vQ4H,Ca2
sTsbFJPsBE,Cdc25
STSksOVtSZ,dopaminereceptor
sTT1etfhz4,ROCK
STtk0CweIf,Tubulin
Sttl7Qg11e,ROCK
STwdUPpiKe,AMPA
stzdyQtalF,Ca2
sU0cTNlZyI,eNOS
sU1IDo8TRS,DNA_intercalation
sU6gPmh3ep,DNAMetabolism
SUEwyOWuiF,ROCK
SuJU8pXl3S,cMyc
sukOX4sUqJ,cMyc
SurNXYWqIT,Ca2
SUZovzQtNf,cMyc
Sv0EVQ9QPd,ROCK
sV10ldyVIB,DNAMetabolism
Sv12CtzH92,cellcycle
Sv2bNSZbee,cellcycle
sv8gMVtLP9,ROCK
SV8N6cSqxe,ROCK
svCwLXw5al,cellcycle
sVer2sZ3vU,cMyc
SVgwIWpKcr,dopaminereceptor
svJSBUkgr9,ROCK
SvnenGwfEJ,ROCK
svpdTpvAKI,DNAMetabolism
svqw3dAqop,ROCK
SVrrtBD7Tw,Ca2
SvwLagxyzX,DNA_intercalation
sVyuFugfdN,TopoII
sw2thXkf4X,AMPA
sW9e36Ye4v,DNAMetabolism
sweisZlCIM,Ca2
sWkXcHlvtK,ROCK
SwlLizySmu,dopaminereceptor
SWlUbwlbYN,ROCK
SWNLtu4oDq,cellcycle
SWQ7LZUFti,DNAMetabolism
SwqnNzoW67,ROCK
SWrGnHjPhe,ROCK
SWrR1iUnxG,cMyc
SwShXyRiiO,eNOS
SWT9HyDae0,ROCK
SwTghJjAFJ,cellcycle
swvRoxnLpp,ROCK
SWyOz0PdlL,ROCK
swZls4drTi,ROCK
SXazmyLlQG,Tubulin
SxbpMbXr7a,ROCK
sxExvW5rJy,dopaminereceptor
sXEz0FCAE6,dopaminereceptor
SXK06aOkbT,cellcycle
SXL1cKgyg3,ROCK
SxLqImUnFL,TopoII
SxNIVH9wnT,ROCK
SXnqQWoBHM,Ca2
sXPs5ZwqD0,ROCK
sXqJpSAzEL,ROCK
sXWJmmI20D,AMPA
Sy009SsMUf,cMyc
sYaXk8dCvv,ROCK
sydK5drXeo,ROCK
SYHslrnyEN,Ca2
SYlXGtHA9Y,eNOS
syNsnZ9rvO,DNAMetabolism
SyO2W5GTcY,Ca2
sYPYWR93SI,ROCK
SYqg9RWVfg,AMPA
SYRQQm5svN,ROCK
sYwj5MOF5y,ROCK
sZ1DB25PEU,AMPA
sZCk3Lnm3Q,dopaminereceptor
SZjWVDt3X2,ROCK
szO4EVHz2q,cMyc
Szoxnkj30E,dopaminereceptor
szPsK8gA3q,ROCK
SZQOGI2Muo,ROCK
szRIQQIc6e,Ca2
sZt7TQD6JL,DNAMetabolism
SzYmyGWBu6,ROCK
t054sFdUlV,cMyc
t0dWnuEEIb,Ca2
T0H4ktXoAH,ROCK
t0mZW2XsWD,Ca2
t0PuEk4jW3,ROCK
t0Qe3FCPOR,dopaminereceptor
T0s7MPJNx2,ROCK
T11UxtnkZ7,dopaminereceptor
T13Ax4h7lI,cMyc
T1IQfhOYIn,ROCK
T1k4VzdneV,ROCK
t1NObwsVTD,ROCK
T1rKMw1Vha,ROCK
t1zJ1NbStA,ROCK
T22KVmH3V7,ROCK
T25FW74wgM,dopaminereceptor
T2bdTmdQzY,ROCK
t2bTEuzOTm,cMyc
T2dVCnOJqf,Ca2
T2HNZQwURg,cellcycle
T2LjG6PwcH,dopaminereceptor
t2ljq12aqk,DNAMetabolism
t2OFnD9PBL,Ca2
T2ohvDE3fL,MEK
T2OiG7zx2P,Ca2
t2qdc2PMgj,DNAMetabolism
t2V0l69kOw,dopaminereceptor
t2x5qgCcRX,ROCK
T3a8sCzxGK,Tubulin
T3glK1KQIz,dopaminereceptor
t3pxQDdDiD,cellcycle
t3vHmxdDvu,Ca2
T49vFkGRKd,ROCK
t4BRbSVtQT,Ca2
T4dNM04V8H,ROCK
T4Edg4GOi4,ROCK
t4HHSGECz2,Cdc25
T58oTJAxcR,AMPA
T5CoUlu6EQ,dopaminereceptor
T5CxbvT6IY,eNOS
T5Fmw6Wtso,Cdc25
t5fQ6wyg4s,Tubulin
t5l3qwLPKI,AMPA
T5NgbIs75k,cellcycle
T5o2YN899R,ROCK
t5RSbTRPek,dopaminereceptor
t5sdg88XaF,ROCK
T65E6vLG6f,Tubulin
t6g5EcgRWS,cellcycle
t6hEhAdH9q,ROCK
t6ieh4vxvO,ROCK
t6NZ2XfOsA,DNAMetabolism
T6V57pavbb,cellcycle
T6xwWQqMhy,Ca2
T7iztM1oxk,DNAMetabolism
T7LwBYqeF6,ROCK
T7OivJoBZS,Cdc25
t7yA0axO4F,ROCK
T84onlpeWI,cellcycle
T86W34vt59,AMPA
t8aJc6cvuY,cellcycle
t8DwNdedjh,ROCK
T8gJX1ZhDT,cellcycle
T8HP4iKGdb,Ca2
t8OgmtfA0x,dopaminereceptor
t8t2VJ2i5d,ROCK
T8ubiB7kgg,eNOS
T8VVXHDjLY,ROCK
T8YDOVbPwM,DNA_intercalation
T9b9XYLM0r,Ca2
T9BosHmy8j,dopaminereceptor
T9BqAUMpEf,EGFR
T9V9upbIK4,ROCK
ta4KtEQwJN,cellcycle
TaChRnjzy0,AMPA
TACqI299Cp,Ca2
TafV7atQWW,Ca2
TAizG6RtI4,dopaminereceptor
taUP13Badv,ROCK
taxPkKPuUw,ROCK
tAyhoVqf2I,ROCK
tazIZPM8TO,ROCK
tb3DodQxZc,DNA_intercalation
Tb56YCDqBI,ROCK
tbEY8e6vqD,ROCK
TBJJ7dITQC,DNAMetabolism
tbOktsrHAQ,Tubulin
TbPbR4a87i,ROCK
TBpNNrApBF,ROCK
TBqcjci7sx,dopaminereceptor
TbRf4mBGIx,dopaminereceptor
tBsKeApPad,DNA_intercalation
TBswsBoN6S,Ca2
TBT2w47JTC,AMPA
TbtgfcD6bq,ROCK
tbu09v75yy,dopaminereceptor
TBx9G5d1R7,dopaminereceptor
TbXXuETOaT,dopaminereceptor
Tc4IC0JTAc,Cdc25
tcbwonXwdJ,ROCK
tCExoQjYzb,cellcycle
TckNKJVtGM,Cdc25
tCKv7balUw,ROCK
tCmNMEBnax,DNAMetabolism
tcmzuroTSN,dopaminereceptor
tCPBUtB9QY,ROCK
tCqpRoM5mQ,ROCK
TCRwIyt80m,ROCK
tcT9IzXqUc,ROCK
tcUmocZ25j,cellcycle
TcY0JjP78m,DNAMetabolism
TczLnCNl8a,dopaminereceptor
tD7ZK4Vl9V,ROCK
tDD2fGodup,ROCK
TdDdaE1QIv,Ca2
tdhWJAbjmE,ROCK
tDKbToXrhl,dopaminereceptor
TDNMssv0L7,cellcycle
TDOmD021EK,Cdc25
tDxB0lvpuF,ROCK
tDZH5SVBwM,ROCK
TDZX8FCzje,AMPA
tE4PjSpbcT,AMPA
tEAgqyVMPm,Ca2
TEb5gMXDIH,cellcycle
tEC2eBlbrc,ROCK
tecAla6wpn,ROCK
teEfAYMFq4,DNAMetabolism
TEF4PqmBuO,ROCK
TEG2hZ4amt,ROCK
TeK11wmzNo,Tubulin
TETyNiqUUj,Ca2
Teu2pevnun,TopoII
teugFiBqGK,ROCK
TEv5EmsidG,ROCK
TEvlL3cWcr,ROCK
teZqe1p4wk,dopaminereceptor
tF2MoKrsZo,cellcycle
TF3c5LLcsB,ROCK
tFD9EG0Clr,cMyc
tFhhirjxnt,DNA_intercalation
TFIdUVL4ke,dopaminereceptor
TFJIdf3IyV,ROCK
TFMfNVySCK,cMyc
TFtenbEq3V,Ca2
Tfv41yjYIc,Ca2
tG3YtiZs7v,Ca2
tG90Kgwrsr,ROCK
tGaxdfxAa1,ROCK
TGB4sBieBL,ROCK
tgCEcvgzun,DNA_intercalation
tGDCig8P0i,Tubulin
TGg8gAMZgO,ROCK
tgJX1nMVOU,DNA_intercalation
tgoPMwToSv,DNAMetabolism
TgpEPbm4zj,cellcycle
TGuj2yGvnN,cellcycle
TGYgjcjOS0,cMyc
tGZO3Vvx7F,Ca2
TH5kJ3fTeO,Ca2
ThfnGowT6a,cMyc
tHGlZs3MqV,AMPA
THH4f1smhG,dopaminereceptor
ThHsbAJd3T,cellcycle
thLJQ1xlNQ,ROCK
thM9nbC8he,AMPA
thNPiLx8Vr,ROCK
THocwr7NPt,dopaminereceptor
tHr6Qt5afu,dopaminereceptor
THumNRL9vd,adrenoceptor
THWFtW3iea,ROCK
THxCFJobdn,ROCK
tI0kYP8thi,dopaminereceptor
TI1qKnk4JS,Ca2
Ti2kOTxgcj,ROCK
tiaapJOPtw,DNAMetabolism
tIcnhvmIE4,Tubulin
TiCsHuLKUW,Cdc25
tiDjTr0RXg,ROCK
TIDW4ESw9V,dopaminereceptor
tIFc1zWxcR,ROCK
tig5LjbTqF,ROCK
tiKhPfajNM,Ca2
TIMACo4sxA,ROCK
TipwSbObpR,cellcycle
tIS8VNzz3z,ROCK
TiSOF8tHj7,ROCK
tiSWPGCxgg,ROCK
tiTu3t0pwi,ROCK
tJ1gmbM9bc,ROCK
TJ3Xa9Z3N3,dopaminereceptor
TJafg8zq9k,ROCK
tJdArn5rEV,ROCK
TjdF1ZBbcS,dopaminereceptor
tJe51zuxbL,dopaminereceptor
tjK5XzRBSI,DNA_intercalation
tjo7GZwgez,DNAMetabolism
TjoGzX8XmU,ROCK
tJpWJvEzGV,EGFR
Tjv3mylXuH,DNA_intercalation
tJwNjsKuNL,ROCK
tJwrhtMU4y,ROCK
TJwYxDNu4C,cMyc
TjXzAu0G5v,ROCK
tJzgIeDXrq,AMPA
tk1pisNuBh,ROCK
Tk3K64rCvp,ROCK
TKDwTKoz5i,AMPA
tKfC0qQbq1,DNAMetabolism
TKgdm6MylF,ROCK
TkgKhlCIkD,Ca2
tKhVMMVPY9,ROCK
tKkbOOFljx,Ca2
tkOe29PWMO,dopaminereceptor
Tkpyvxebm7,ROCK
tkVktrE4zg,ROCK
TkwDq0z6mU,DNAMetabolism
TKXtXu6psm,ROCK
tKYopPxEsk,Ca2
TkYXGKuF6y,ROCK
tl6zY9y9za,ROCK
tLcz1uVT0n,ROCK
tlf9jovudN,rac1
TlFFNqygBg,AMPA
TlFsVA7Y75,DNAMetabolism
TLiVeuvDFC,cellcycle
tLKbAMfAyH,DNAMetabolism
tLMSWN1Zbk,ROCK
tlogOyes6n,eNOS
tLqIxFMpKd,ROCK
TlrQMBQTll,dopaminereceptor
TLZStoHgkk,ROCK
tM45Pyqvrl,dopaminereceptor
TM6EYB0HRI,Ca2
Tm8JGJeWUQ,ROCK
tmBNg2cUEI,Ca2
TMdL5dw6kD,Tubulin
TMecdnpvUu,AMPA
tmeDYgiZEi,ROCK
tmgOHH9Yft,cMyc
TMJ6lhDOVm,AMPA
tMjlxKId5D,ROCK
TmLE9CKrsx,dopaminereceptor
tmlQQRHQE8,cellcycle
tmP6NtMh16,ROCK
TmpE6OfbF4,DNAMetabolism
Tmqb5Iewck,DNAMetabolism
tMRkQGyO0n,dopaminereceptor
tMWXIMfNW6,cMyc
Tmxe79GrjB,dopaminereceptor
tMXMOjtc4X,eNOS
tMYIJGfAAv,dopaminereceptor
tmzdvof8ac,cMyc
tN8Qjxr5HB,ROCK
Tn93GfMLbh,Tubulin
tND4qGckLR,dopaminereceptor
TNDTopfqFv,cellcycle
TNGNJByWRS,dopaminereceptor
tNGwwywRxY,dopaminereceptor
tnLndjZjNb,Ca2
tnsoWcigMw,Ca2
tnvQOReEm7,cellcycle
TNWIom4rpM,ROCK
tnZnbad6qV,dopaminereceptor
TO26puElm5,ROCK
ToBn2cgkLg,ROCK
TOBx510Kyu,Ca2
TOcPrXDIFo,Ca2
toCsmKowuh,Ca2
tOhjD7GQbc,ROCK
toL3JIr3wG,ROCK
tOMymyFZv1,ROCK
ToSMRPRFxa,ROCK
tOtfld32kP,cellcycle
tovUhbfgSP,DNAMetabolism
TOYNkE1oWX,ROCK
TP09sPxVvr,DNAMetabolism
TP1aJH5zbP,cMyc
tp1W552cIa,cellcycle
tp2qaSmYzT,cellcycle
TP570tY36t,ROCK
tp7YiYzwm9,Ca2
Tp8ouXzoam,Cdc25
TpcygUligd,ROCK
Tpf2M7mMUq,dopaminereceptor
TPfsU5X3e5,cellcycle
TPgwRnzfNk,dopaminereceptor
tPIUPDSaZY,cellcycle
TPkLVjs225,ROCK
tPMSgnZyaA,DNA_intercalation
TpRLbKV4mj,AMPA
tPruPZJb6j,ROCK
tpykLaiup1,DNAMetabolism
tQ6GuPX5X2,eNOS
Tq8gXzeJu3,cellcycle
TqCZV9U1ch,cellcycle
tQF0HLotB7,dopaminereceptor
TQfkXpbIYP,ROCK
tQGOC1aHdi,DNAMetabolism
TqJjBXRI1Y,eNOS
tQLLwPRhgD,ROCK
TQNxzd1LBl,Ca2
TqQoTa9ycD,ROCK
tQqsbfriRo,DNAMetabolism
TQrdP461uy,dopaminereceptor
TQrH2lsN5w,ROCK
tqsxT5w2Dl,ROCK
tqtzToasZj,Ca2
tqv9pdaaS9,AMPA
tr2qj8jsnk,Ca2
TR7YnmsYaQ,dopaminereceptor
TrbVg1pOeq,ROCK
TRc9i2gcGr,Ca2
trfDWRtu4N,DNAMetabolism
TrG18RYsCa,Ca2
TrKlLUTebW,dopaminereceptor
trlaYfe44Z,ROCK
TrMAVaVG3b,dopaminereceptor
TRMf5cy2pu,Ca2
TrnM5GFKl2,AMPA
tRO0ABQKae,ROCK
TrTQ2fa5a5,Tubulin
trUUHpCRsL,ROCK
tRVHPr2sVT,dopaminereceptor
TRvzNdIVWT,Ca2
TRy4wzIAxm,AMPA
TS16qgfiKc,dopaminereceptor
tS4i5Oqi3O,ROCK
TSAEb39RV1,ROCK
TSDjHSEGke,cellcycle
tSilk9idp6,ROCK
TsKoZroQk9,DNAMetabolism
tSlcTEtCqN,ROCK
Tsn8XkdZi0,ROCK
tsQLlEJHPb,ROCK
TSsm6U4Agx,ROCK
tsuf1slZoK,Ca2
tSXJB8MHxc,ROCK
TSY1oVDUa6,ROCK
Tt1dAMjIaX,dopaminereceptor
TT5rARdBZb,cellcycle
TTEZWmdyH1,Ca2
TTsMERMQeE,Cdc25
tTT9mRlqCC,cMyc
TtVAw6WUzF,AMPA
ttvTzpvn8U,cellcycle
Tu1w7XVfSL,Ca2
tU4dutaOup,ROCK
tu6ycQw2W6,ROCK
Tu7ywywQbY,ROCK
TUDa4LRGVa,Ca2
tUFLQEZIUw,Tubulin
TuFoPLNbKJ,ROCK
tuGL3R1C5Y,Ca2
tUIuWr3irE,dopaminereceptor
TujItuyR85,DNAMetabolism
TuKSCF1xJd,Ca2
TULsKx31jO,ROCK
tuOSh9i9RA,ROCK
TuQnO8BrwR,cellcycle
TUro4mxjwq,Ca2
tuUZ2EZ82P,cMyc
tv63mbfnEd,cMyc
Tv6XQrE93c,dopaminereceptor
tv70E01gYD,Ca2
Tv9WJeuPQJ,DNAMetabolism
tVaI6ClWAu,Ca2
TvfZSGLSYZ,cMyc
tvGT49uXkz,dopaminereceptor
TViMv5yZcL,dopaminereceptor
tvjAGTYWNf,dopaminereceptor
TVm8bppiFg,AMPA
TVNzxdE582,AMPA
tvQeU8yslM,cMyc
tvqmnuM2mb,dopaminereceptor
TVQq9S7wc2,ROCK
tvrtkELjVT,ROCK
TVrzvqKGck,ROCK
tvsmDLHG37,AMPA
TvUH6AXMFT,ROCK
tW2S64Dev7,cMyc
TW7IjcGi0N,Ca2
TWbxaUIwSO,Cdc25
TwkFFprJ94,DNAMetabolism
twvgzYx94T,ROCK
TWX8KmFK7D,dopaminereceptor
TWXeZuLwnz,ROCK
tWXOKuuTpm,ROCK
twZAzOBqMx,ROCK
twzB58YAKL,ROCK
Tx0616uyEj,DNA_intercalation
TX7bSwDxGw,Ca2
txgCjCl4gc,ROCK
TxiF5pjQ4Z,Ca2
tXt0qhOgBL,dopaminereceptor
tXTrTAMuQJ,Cdc25
TxUamEYOQU,cellcycle
tY4krD0c7X,cellcycle
TY9yXew0Jx,ROCK
tYB5DfOA7l,ROCK
tYdRvJOz2F,DNA_intercalation
TyGXiOFRDm,dopaminereceptor
TyjaQoTNuA,ROCK
TyjUtq8leN,cellcycle
TYNdBduj2I,cellcycle
TYSgMH4Esl,dopaminereceptor
tYT0xoeQv8,DNAMetabolism
TYuFj8LqOh,Ca2
TYvY95eguj,cMyc
TYzBepN9B8,ROCK
tz3UQQeLlc,ROCK
Tz5BdRDZDI,ROCK
tzDdoYIAsn,dopaminereceptor
tzemLPMfC2,Cdc25
tZFLKqQH9Z,ROCK
TZFnL78Kpu,ROCK
tZio0w5NEn,ROCK
tzKP0niecw,ROCK
TZp2QorGIM,ROCK
tZqbinCJN8,dopaminereceptor
TZQxjXM3RJ,dopaminereceptor
TzrFJyEyqZ,dopaminereceptor
tZsZDSAfgQ,DNAMetabolism
tZtdZLpJJR,DNAMetabolism
tZu2Bt5Vfv,Ca2
tzv0GbPF7p,ROCK
tZyPIctIi0,ROCK
tZyxlooYtc,ROCK
u07ggoNBVK,Ca2
u08QZay8LK,DNA_intercalation
u0BhdXr9U2,Ca2
U0EdjcFqHi,ROCK
U0ErOz5Jfm,ROCK
u0JkwaoRgQ,cellcycle
U0mnNzc1IN,Ca2
u0tTDwCs9i,Ca2
U0UPlmUZK8,ROCK
u0XDe2BbOD,cellcycle
u0XT0ZMGXL,cMyc
U0ZPs1Z25a,ROCK
u13VZU90Ob,Ca2
U1iHGnwitk,dopaminereceptor
U1qXRxal88,DNA_intercalation
u22yf3Qodj,TopoII
U24mTihzA9,DNAMetabolism
U2c69NT8VC,dopaminereceptor
U2csbgouT4,ROCK
u2EGlG9wmI,eNOS
u2FLlU3M0I,ROCK
U2K1a5fWWc,dopaminereceptor
u2nzYOFidI,dopaminereceptor
u33ipHFRMO,Ca2
u36YR1QYED,ROCK
U37uIwmEuh,TopoII
u38YsH84Xt,DNAMetabolism
U3czeIrwlZ,dopaminereceptor
U3HfEfHxkg,DNA_intercalation
U3LnCMFqHi,ROCK
u3zRpM2Hh9,cMyc
U44rY9deb9,ROCK
u4A6OfnIbP,ROCK
U4BdGlznxb,Ca2
U4lBPRuB21,ROCK
U4UCFjeKMc,DNAMetabolism
U4uE6r8hTz,dopaminereceptor
u52sivIQIc,rac1
u55SAUoQuy,cellcycle
U59xzek2OI,ROCK
U5bavqOvLI,dopaminereceptor
U5cou9BSvr,DNA_intercalation
U5cVVCZdkg,Cdc25
U5DZEg2mZJ,Tubulin
U5ffaJIw11,Tubulin
u5jiXgobxg,AMPA
u5niK2wmAu,Cdc25
u5r5NoQsUp,ROCK
U5yE7a6Ziw,dopaminereceptor
u5zAVgbmzD,Ca2
U62MNZidsQ,eNOS
U6cW2cmKXO,DNAMetabolism
u6G25s55T5,ROCK
u6gDxSNXX3,cellcycle
u6TJvJRSgu,Ca2
U6z3yaHGeC,Ca2
U761cKHEKD,dopaminereceptor
u7grFWCT1n,ROCK
U7QiE4Hd1P,ROCK
U7sySe1OGS,dopaminereceptor
U7yTHIE1Cb,ROCK
u83UhPGv6C,ROCK
u8A0YjOHw1,ROCK
u8UaqvSHfZ,Ca2
u8wZcmE8qT,ROCK
U8xqaXRAgR,AMPA
u9QRbwIw2P,ROCK
U9WjPKRcuc,eNOS
U9yvLv8xbn,AMPA
UAAPLksk2s,dopaminereceptor
UAByefJGDs,Tubulin
uAC5THcDvX,ROCK
uacbi7w1ZR,dopaminereceptor
UaCiCn2V5z,TopoII
UAed534iys,ROCK
UaF4UVi9p0,ROCK
UAHXJBx2WI,Tubulin
UaJ0lVu5j7,Ca2
uAJg5KEILH,ROCK
UalIikh9TP,ROCK
uam0DPgGUy,ROCK
uANe3PT0Sk,Ca2
UAOY02Urvd,AMPA
UAqJvzlsjb,ROCK
Uath63kU2r,Tubulin
Ub13G9P5yI,DNAMetabolism
uB3pJmbpij,dopaminereceptor
Ub5b2nu6zf,dopaminereceptor
Ub5cEEYNYo,ROCK
UB6XZ62tKW,ROCK
UBASMYIAAj,ROCK
ubBQBlwL2o,AMPA
UbcWKQSoE7,ROCK
ubizoWyTrx,ROCK
ubm5JA0apC,cellcycle
ubn28hHmlb,Ca2
UbOl5hcuM6,dopaminereceptor
UBrDYXawgz,cellcycle
UBrgSgbir6,dopaminereceptor
UbSFzdJzef,dopaminereceptor
uBtDha8VVp,AMPA
UBTubvjU9v,Ca2
uBW3GLPnex,ROCK
Ubx2WPyxvw,cellcycle
Ubzo7OGMwO,DNAMetabolism
UC0rADAlI5,ROCK
UC0tpuXhwC,dopaminereceptor
uCa2f8oeK5,ROCK
ucbAR2GMZv,AMPA
UccdSRxaI0,ROCK
Ucfe5sYdaj,eNOS
UCfmki0BBf,cMyc
UcfruQdzcw,cellcycle
ucgKQzWhQZ,Ca2
UchrpZSClx,ROCK
ucKZXoCstz,dopaminereceptor
UCnEMYEYiR,ROCK
ucO5fS3tgQ,ROCK
UcTUSvhYwq,AMPA
uCuqkk1oCw,Ca2
uCxaCse1jg,DNA_intercalation
UCY58GSi6i,ROCK
uCYdZNIcnN,Ca2
uCYsKNpcGQ,Ca2
ud2lI4jVM2,cMyc
Ud3liV2VST,ROCK
UD3n2E4fAn,DNAMetabolism
UD673xYQSB,ROCK
uDaAFzZTRW,Ca2
uDgVaDUg3T,ROCK
uDidM1kTgS,DNAMetabolism
UDO8AqnPKj,ROCK
UDpG2JnNPB,cellcycle
udrYpI2UTd,Cdc25
udXCdYiA4F,cellcycle
uDYrgI2pJ8,cellcycle
UDZdB8KFBX,ROCK
uE2fqFZ6cq,EGFR
ue79Kt4fuu,ROCK
Ue8fVz9JHt,cMyc
UEb9Kfyh6f,eNOS
UEcvIhUAsx,Cdc25
uEdgRaMgtl,AMPA
UEEkgVx0ih,AMPA
uEimTcPNLO,cellcycle
UEnUFmxp8W,Cdc25
UEQ9FcnLUN,Ca2
UeyZAgFvpR,cellcycle
uF4c3Ulp2W,CDK
UfbazYfdbF,ROCK
UFESRVnGK9,Ca2
ufi0KLXeiM,ROCK
UFvG2LxayQ,Cdc25
UfVI5tXmOd,cellcycle
UfvwAXaLhE,ROCK
uFwn46Uykk,Cdc25
UFYfUmJAWB,cellcycle
uG48z1NMb3,ROCK
uG4pwAgTFR,ROCK
uG5afLfBcm,ROCK
ugE2vfAK6N,Ca2
ugE7TuFbzx,ROCK
uggR0NrdKQ,dopaminereceptor
uGJ1WblYOi,ROCK
UgkB5GKLjx,ROCK
